payload_size,repetition,connection_time,start_timestamp,finish_timestamp,request_id,clock_drift_mean,clock_drift_std,invocation_time
1024.0,0,0.498489,1597933470.054075,1597933471.163078,0cceb3a0-676b-4f2c-bd57-11670802b8a7,0.006915624325092022,0.0008621671120844191,0.6174296913416937
1024.0,1,0.404631,1597933478.262186,1597933478.878316,c3f326e1-b99b-4750-ae4c-8c500f2abf3c,0.0066453435204245825,0.000688586331272221,0.21814421870353004
1024.0,2,0.401976,1597933480.812718,1597933481.43094,9698ce97-458d-4505-a19e-f88fe112f826,0.007124684073708274,0.00184759573173883,0.22337068228842996
1024.0,3,0.401672,1597933483.353963,1597933483.975822,62b65373-f35a-4da9-90ef-5bd30398748d,0.011378450827165083,0.0004322638817741233,0.2315655244660811
1024.0,4,0.406701,1597933485.793255,1597933486.431434,f7bed9b0-ed1f-4161-ab6d-89e84f83cbb2,0.0017965853214263916,0.000615152584784581,0.2332744106998444
329970.1052631579,0,0.429379,1597933489.492205,1597933490.816957,14b34987-399a-4606-8872-d305638563e0,0.011080373417247425,0.000445148156631129,0.9064534657786977
329970.1052631579,1,0.434984,1597933492.658185,1597933494.016981,03cc4e5f-3fa9-4d10-94ed-48995fed635b,0.007809102535247803,0.003406592162576668,0.9316209838066101
329970.1052631579,2,0.446134,1597933496.140684,1597933497.504209,819677f2-5e51-4b75-9388-85a966e06aea,0.006430361952100482,0.0005279931684956799,0.9238215141585213
329970.1052631579,3,0.469754,1597933499.613496,1597933501.028106,b923bd1d-1d56-4d96-9661-00eaefcca373,0.0023535688718159995,0.000915897934904987,0.9472094779294332
329970.1052631579,4,0.461315,1597933504.661033,1597933506.077345,2a4f69bd-6d40-4bc1-9fb7-3dc5d827cd8a,0.011667728424072266,0.0016479442265372487,0.9666647077178956
658916.2105263158,0,0.442273,1597933508.292928,1597933510.034114,a4b155e4-6904-4ccc-8154-e88713e623bd,0.011051462756262885,0.0004488671116949664,1.309964366305457
658916.2105263158,1,0.432665,1597933512.823054,1597933514.533364,0f0973f8-820a-46ed-82a8-79e856e825de,0.0028027112667377177,0.002516182120153536,1.2804476935665423
658916.2105263158,2,0.437605,1597933516.644696,1597933518.350643,5286df21-1522-4f24-9557-ff2a194cf01b,0.011649608612060547,0.0008839993185645615,1.2799915309143066
658916.2105263158,3,0.431813,1597933520.724169,1597933522.382648,d597674d-6de1-4160-a5f9-204d6763f14a,0.01098821759223938,0.0007634718439634759,1.2376541928882598
658916.2105263158,4,0.41406,1597933525.459417,1597933527.089164,d6f78663-c4ff-49f6-aea2-6f5e82e7f5b2,0.0065710596416307535,0.0009211018060424333,1.2222579735515429
987862.3157894737,0,0.447969,1597933530.84373,1597933533.049787,f5a92024-0c38-4ecf-afcb-e12cc3886094,0.010846213860945269,0.0012406651474883368,1.7689342855467363
987862.3157894737,1,0.471788,1597933536.426773,1597933538.586936,6fe94035-d481-4d2a-9cb4-c1179c8a3d8e,0.006752167429242816,0.0005779370283075179,1.6951270931494575
987862.3157894737,2,0.4387,1597933540.643834,1597933542.63968,000c31a1-5326-4c33-8c7c-6219fb28a71f,0.00655481219291687,0.0007362410146380459,1.5637006068706514
987862.3157894737,3,0.435416,1597933545.910738,1597933547.89655,c6b91e36-bd6c-4585-8ce7-e39c4511d196,0.0018868276051112584,0.0008981871764479093,1.5522827763813563
987862.3157894737,4,0.474852,1597933551.170292,1597933553.393299,d926b9ed-f5d9-4bee-b159-790ab9d77279,0.011096676190694174,0.0007949003453061117,1.7592518783391315
1316808.4210526317,0,0.470768,1597933555.386804,1597933557.778181,5e61f19d-fde0-4ae3-aebc-8a31d9f2fa2c,0.011176095289342543,0.0006187327064482213,1.9317850674878287
1316808.4210526317,1,0.440982,1597933560.493763,1597933562.790559,b3eb31c5-e768-45cc-b143-9f1984673e3f,0.008186248632577749,0.001033196799038337,1.864000332082895
1316808.4210526317,2,0.442161,1597933566.543992,1597933568.887748,2cc56882-c666-4f0f-af43-8b83865cc7e3,0.011762410402297974,0.0017645577450878154,1.9133573708667755
1316808.4210526317,3,0.430609,1597933571.981373,1597933574.285025,902bfa0c-535c-470a-bd1b-6f4af1db9351,0.006805241107940674,0.0008373855731324713,1.8798480508003235
1316808.4210526317,4,0.427516,1597933577.00301,1597933579.329068,ee9bb71e-c2f7-4fb8-98db-06f223aa09a9,0.0035328745841979982,0.0004283211632411001,1.9020747855033875
1645754.5263157897,0,0.416018,1597933581.097164,1597933583.710377,d830c7fe-e29c-4ec8-bca8-386f0c361bcd,0.006608521938323975,0.0004246786990133489,2.203803584224701
1645754.5263157897,1,0.424153,1597933585.549084,1597933588.169807,0bc5022b-781c-480c-b299-97aaf2972f0d,0.011571566263834635,0.0008408404467902561,2.2081415753733316
1645754.5263157897,2,0.440568,1597933590.213629,1597933592.862584,e03dfb47-eacc-4ea0-9149-919de9dc49bc,0.006980685626759249,0.0006505150749666569,2.215367792361989
1645754.5263157897,3,0.44338,1597933595.72593,1597933598.354748,49ce3a4b-e480-4408-8a23-913a1edc9a01,0.006649874505542573,0.00042241931536551565,2.192087909631275
1645754.5263157897,4,0.50306,1597933601.365301,1597933604.127778,84136cf8-2c5f-4209-8c24-bc414968a012,0.011154731114705404,0.001031573132457998,2.2705718906148276
1974700.6315789474,0,0.475048,1597933606.138487,1597933609.269334,b385f68d-3abb-4c4b-8e20-71ed0c52d428,0.002134723322732108,0.0004507500580402147,2.657933700556619
1974700.6315789474,1,0.464886,1597933611.55797,1597933614.627261,fff1670f-821e-47d4-9d4f-0a1dd0f4a25d,0.011867364247639975,0.002853006755381991,2.61627224063619
1974700.6315789474,2,0.439513,1597933616.640242,1597933619.569363,5dd0f609-fc07-46a9-8ff7-bab91b88ddc5,0.007685303688049316,0.003256652279510266,2.497293321144104
1974700.6315789474,3,0.452005,1597933621.709078,1597933624.650504,0f1265a1-8bc6-48af-81cf-b13f1843993d,0.011413073539733887,0.0009258303270005229,2.5008341122817996
1974700.6315789474,4,0.473195,1597933627.078524,1597933630.14778,0d870343-fd68-4912-8cc1-1286596c27ae,0.0023103015763419016,0.0007025459343177057,2.5983711304337636
2303646.7368421056,0,0.461746,1597933632.462527,1597933635.870239,e357f84b-3537-4528-967e-ef94fd201885,0.011416307517460414,0.0005710696376088441,2.9573822902445115
2303646.7368421056,1,0.443353,1597933640.306782,1597933643.64735,7d1d6bea-9972-4312-81dc-761b7ef0968d,0.007103852927684784,0.0006310661972498453,2.9043189185709952
2303646.7368421056,2,0.406238,1597933646.35019,1597933649.530984,7263ca7c-d9f4-48fd-874e-c6e8e9358caa,0.011087682512071397,0.000536144926405527,2.785643683137682
2303646.7368421056,3,0.412644,1597933652.568574,1597933655.789932,339300ba-bd09-4916-b9b4-00c42479fa11,0.007792452971140544,0.0006779236052159403,2.816506513807932
2303646.7368421056,4,0.441188,1597933658.485261,1597933661.768582,dbbcba59-df5a-465f-b038-fe369e350e57,0.0070594847202301025,0.0005705745073452316,2.8491926269168855
2632592.8421052634,0,0.487881,1597933664.529926,1597933668.190508,056c53c2-943d-4c7b-ae68-a0215316f82d,0.0033120350404219193,0.0004129534581858851,3.1760128622041184
2632592.8421052634,1,0.440304,1597933670.157546,1597933673.788999,16113bb6-5414-4368-993b-2a2e13f5f997,0.011545813083648682,0.0006058526322309946,3.202694850345612
2632592.8421052634,2,0.466178,1597933675.525188,1597933679.209738,f76e16b6-145e-4fbd-8daa-79aa651e5d58,0.0067414999008178714,0.0012107316263749906,3.225113546821594
2632592.8421052634,3,0.431551,1597933680.883818,1597933684.467912,6cc33364-752a-47eb-9256-ef6cc1f9a2d5,0.006440418107169015,0.0008250682842314001,3.158983465653556
2632592.8421052634,4,0.431211,1597933686.604005,1597933690.309288,6b2f2247-43a6-41d6-9d80-73050b422c3a,0.006657457351684571,0.001777503533853046,3.2807293839111327
2961538.947368421,0,0.408275,1597933692.165075,1597933696.071301,118246c1-460e-428a-8bdb-620363c6ae48,0.0070059895515441895,0.0010458419052759153,3.5049569092750548
2961538.947368421,1,0.402706,1597933699.585888,1597933703.468192,3a82ab16-fb7f-4e75-b801-f17edbe5e128,0.006803944706916809,0.0008134513549596096,3.486402136296272
2961538.947368421,2,0.447066,1597933706.014045,1597933709.951078,bc2946f8-4b07-43e7-9595-06f29fc80139,0.00679931640625,0.0006215863217380649,3.49676625440979
2961538.947368421,3,0.442486,1597933711.840446,1597933715.828028,dadcf800-a2e3-4f24-bc59-0eb98d3b193d,0.011776407559712728,0.000637173679543664,3.556872375867208
2961538.947368421,4,0.463119,1597933718.842361,1597933722.891053,1fb4e758-9631-40be-a9da-b0e2048aea72,0.0021116946424756733,0.0006746257657125084,3.587684682633809
3290485.0526315793,0,0.525534,1597933727.312555,1597933731.770903,eaeb5e32-2e93-44bb-91e3-0791410c8dce,0.0018958714273240832,0.000548712249509437,3.9347099072397023
3290485.0526315793,1,0.470879,1597933734.817938,1597933739.208352,595aa14d-f975-4166-8595-dfb67bfd0b43,0.007087546236374799,0.0015759258959047828,3.9266225457938697
3290485.0526315793,2,0.454585,1597933742.290177,1597933746.750438,da829d93-a38c-4c56-b4b1-862689a2bd14,0.002168603565381921,0.0008439044574743295,4.007844471637892
3290485.0526315793,3,0.421683,1597933750.450928,1597933754.671423,37d5deb9-d1b5-4cee-a04d-75f196af5c80,0.006650936603546142,0.0010020486969488935,3.805462922183991
3290485.0526315793,4,0.438613,1597933758.17552,1597933762.40904,b43a881a-8800-410d-947e-d6587755b595,0.011405269304911295,0.0006144411551181523,3.806312300280253
3619431.157894737,0,0.432318,1597933766.258521,1597933771.030431,5024e688-3636-4c27-8c9d-a03c1a224c94,0.002128690481185913,0.0006157563205320148,4.341720642644882
3619431.157894737,1,0.416045,1597933773.250833,1597933777.790403,4d3e7053-a201-4b65-a970-49411dc1572d,0.011894711426326207,0.0009594547727415422,4.135419566162654
3619431.157894737,2,0.470682,1597933780.285774,1597933784.971649,2d33abf4-8068-417c-842e-6d8845c1e207,0.0021310719576748934,0.001009325618117073,4.2173240109225185
3619431.157894737,3,0.441877,1597933787.064984,1597933791.649482,442549e1-9a1e-4f54-b5e5-277bd08ed205,0.007177206186147837,0.002532625008481195,4.149798134805533
3619431.157894737,4,0.477249,1597933794.200675,1597933798.828764,0456db9b-3ad4-457e-90f4-c930c45e71bd,0.006316293369640003,0.0008452915760209665,4.15715624448048
3948377.263157895,0,0.461153,1597933800.987987,1597933806.031216,52c966ef-8ba7-4447-b67b-43dda9f2f169,0.007817692756652832,0.0017510750943131904,4.5898935574264526
3948377.263157895,1,0.469123,1597933809.915252,1597933814.910695,33f04861-f573-483f-ae7b-1eaed7e3dca4,0.006547778844833374,0.0005126435015487446,4.5328678845424655
3948377.263157895,2,0.449752,1597933817.244375,1597933822.210519,7c21d426-d945-42ca-aeee-852a0616dae1,0.01213064364024571,0.002401081550860652,4.528522728570666
3948377.263157895,3,0.428994,1597933824.730155,1597933829.689274,d537206a-8a60-4eb3-b184-c9abe83d57fd,0.007969478766123453,0.0005002805574390675,4.538094560263316
3948377.263157895,4,0.415283,1597933833.49351,1597933838.351864,e9935bd4-67c6-4cfb-95fb-618d48ace838,0.006648855549948556,0.0006586884250896878,4.449719947194236
4277323.368421053,0,0.415494,1597933841.072459,1597933846.288635,801d003d-87f8-466c-8a75-86c13e15a79b,0.011674846921648298,0.0014164454417070847,4.812356879941668
4277323.368421053,1,0.431779,1597933848.811301,1597933854.069878,97b85879-4114-40a2-a32b-1e4c6592eb01,0.011376787876260692,0.0005861240007157322,4.8381748962594395
4277323.368421053,2,0.525433,1597933858.649183,1597933864.070271,7361d35c-6245-42c1-8607-b1c642888282,0.007115850845972697,0.0006788841943204238,4.902770831116359
4277323.368421053,3,0.459046,1597933869.995424,1597933875.430755,93e11694-caf9-4d6c-9527-6ae8a3c98b9c,0.011602070596483018,0.0006647555716913666,4.987886938363817
4277323.368421053,4,0.468609,1597933878.472593,1597933884.771191,5702902b-ba2f-49f8-a97b-01c988d023f9,0.006881450905519373,0.0007977431415341506,5.836870263558107
4606269.473684211,0,0.459164,1597933890.385317,1597933896.13025,fd51f750-2738-476e-bcc8-7384dbc06c8b,0.006723413100609412,0.0006766990316193299,5.292492303038964
4606269.473684211,1,0.444549,1597933900.530057,1597933906.169095,1d365c96-d443-46e3-8a89-066ec0a8fbd8,0.006653785705566406,0.0006381532000306246,5.201142871643066
4606269.473684211,2,0.440598,1597933908.312054,1597933913.89111,fc68a14d-06db-48a6-9113-541c8c6672ce,0.007706195116043091,0.0005673191418532343,5.146164219667435
4606269.473684211,3,0.408447,1597933916.030645,1597933921.49031,8bb9a44b-7af1-4f46-a0c0-c7da3ec8077c,0.00225614070892334,0.0005311486541209362,5.053474200752259
4606269.473684211,4,0.433054,1597933925.78929,1597933931.350054,1f94751c-09d1-4555-b258-b486f7d99e69,0.0022262096405029296,0.00046260531722830715,5.129936283966064
4935215.578947369,0,0.438578,1597933933.321635,1597933939.271934,18f0a203-4ef5-4174-8d6e-a579db94b033,0.007969566753932409,0.0004799966577816615,5.519690591335842
4935215.578947369,1,0.442617,1597933941.738372,1597933947.730271,13368c02-3c19-4ed2-a2fa-3ee3106d2096,0.011785435676574706,0.0012551599784331117,5.561067449195861
4935215.578947369,2,0.454892,1597933949.678474,1597933955.732576,71fa734c-c6c6-414f-9af0-7b54d861ba06,0.007215542793273926,0.0012115079358934286,5.606425486763
4935215.578947369,3,0.453481,1597933959.584896,1597933965.570209,3d775826-db74-4a57-b41f-eb3be1d43ac7,0.0037554502487182617,0.0014614496377261458,5.535587388938904
4935215.578947369,4,0.428673,1597933968.966168,1597933974.812103,b4c18fc0-85bb-4e5c-93d4-ee3176637cd5,0.011792670596729626,0.0012764274984293474,5.429054776874196
5264161.684210527,0,0.438815,1597933977.045667,1597933983.369961,da5255d1-c971-4c55-b9ed-850c0b462525,0.012052277038837302,0.000734042843684452,5.897531367309833
5264161.684210527,1,0.456979,1597933987.954795,1597933994.132089,5a205273-c3f4-424e-9acd-897c48c7b375,0.011837072994398035,0.0011804122242523901,5.732152088878797
5264161.684210527,2,0.432058,1597933997.950198,1597934004.192552,6a3f530e-8eef-4d80-940d-95376acf2142,0.006802609988621303,0.0004189835096886177,5.817098764575413
5264161.684210527,3,0.46118,1597934008.939953,1597934015.329316,6ad6979c-475d-4453-ae88-7acf212dbff5,0.0022511311939784457,0.0007132307806122509,5.930433943236215
5264161.684210527,4,0.459931,1597934018.801431,1597934025.092424,801becd9-0bd7-40f2-825e-83e577047cb3,0.011754848740317604,0.0005865983290757005,5.842816823975303
5593107.7894736845,0,0.436959,1597934027.270113,1597934033.852493,5f044da8-2c32-4c86-9158-a6bf14b8ab12,0.002194090323014693,0.0007045636620764808,6.147615146704241
5593107.7894736845,1,0.429086,1597934036.053995,1597934042.59272,fcf1e003-20fe-471f-b5d2-25dfa4c6f04d,0.00697094202041626,0.0005632160995852704,6.116610079730988
5593107.7894736845,2,0.402419,1597934044.739021,1597934051.270313,0ab9add3-29b3-4a83-88db-91d1e613398d,0.007142782211303711,0.000544793366676376,6.1360157438812255
5593107.7894736845,3,0.468943,1597934055.712054,1597934062.193161,e9192b12-81a3-4bbb-a5ff-fae9b60048a4,0.007021727385344329,0.0008068612786820445,6.0191857239215985
5593107.7894736845,4,0.467016,1597934066.848325,1597934073.491057,d7be74a5-49e9-4632-8f9e-fcc5f8005085,0.0033212358301336117,0.0005342532119834279,6.179037140813654
5922053.894736842,0,0.414079,1597934077.211101,1597934084.092392,a260cd01-8687-4777-af8c-a666cbafcc27,0.006788722106388637,0.0004977889771363587,6.474000634734562
5922053.894736842,1,0.43558,1597934086.518076,1597934093.412553,e767b759-b45d-4992-a3f8-865669d7a6aa,0.011469419185931865,0.0009843900099979757,6.470366548168476
5922053.894736842,2,0.441319,1597934095.860305,1597934102.791699,d783a088-e05a-44a5-9aef-389f69be36e9,0.00761944055557251,0.0004066660139808608,6.497694302326202
5922053.894736842,3,0.471758,1597934104.981805,1597934112.010096,fe75ac09-4677-402c-bfcf-65cb4ce18445,0.012016199883960542,0.001970386078963883,6.568549186898731
5922053.894736842,4,0.435712,1597934115.491574,1597934122.392877,24c04ca5-da5f-4e63-a506-73643f443c46,0.007007675511496407,0.00043440800367999273,6.472598728413718
6251000.0,0,0.422807,1597934124.884422,1597934132.112216,7e83b15e-db3a-4f25-bd2f-94e5e0f9da6c,0.007212676107883453,0.0006333668102070005,6.812199608068943
6251000.0,1,0.459867,1597934134.827071,1597934142.13127,572819c4-ea70-4927-ba3b-5b605f1ee1d2,0.011641520720261794,0.0012714036809486483,6.8559735010516825
6251000.0,2,0.441197,1597934144.562971,1597934151.81189,4528265f-f9a5-4740-b348-08d851bf9d3b,0.011776912212371825,0.000489025657994451,6.819498683956146
6251000.0,3,0.440778,1597934153.855114,1597934161.070036,3c5f0a3c-dfa6-4b73-8549-f32953998358,0.007251196437411838,0.0006148904626223969,6.781395147731358
6251000.0,4,0.442294,1597934164.28863,1597934171.493806,951b23fc-2378-4ec4-8976-d447c3413fe0,0.0117512507872148,0.0005856965922016279,6.774633127404646
